OC_ANO,OC_MES,OC_DIA_SEMANA,OC_DIA,OC_PERIODO_DIA,OC_BAIRRO,OC_SUBCATEGORIA
2015,1,7,24,2,49,9
2020,12,6,4,1,25,10
2016,5,3,10,3,46,1
2015,4,1,19,4,9,4
2016,11,1,13,4,39,3
2015,2,5,26,2,9,4
2017,10,5,19,4,25,6
2018,12,7,22,3,15,10
2017,4,1,23,4,25,6
2015,7,5,23,3,3,5
2016,3,4,2,3,18,7
2015,3,2,9,3,1,1
2017,12,4,20,1,5,9
2018,9,7,8,3,9,6
2017,12,1,3,2,30,10
2019,6,1,30,1,45,5
2016,6,4,29,3,28,8
2018,11,7,24,3,27,7
2020,3,4,11,2,39,10
2015,12,5,10,4,23,6
2017,3,4,22,3,21,8
2020,6,7,6,2,19,10
2016,11,4,9,1,47,5
2015,8,1,16,3,31,5
2019,1,3,29,4,5,5
2016,7,3,5,4,4,3
2015,9,1,13,1,3,9
2016,3,4,16,4,33,1
2017,3,5,2,1,30,1
2018,6,4,13,1,4,10
2016,12,2,19,3,54,3
2018,5,6,25,4,53,5
2020,6,5,4,1,18,10
2016,2,4,17,3,9,2
2020,8,7,29,3,9,10
2019,1,1,20,4,30,5
2019,1,5,10,3,25,7
2017,11,6,3,4,23,7
2019,8,5,29,4,4,5
2017,4,2,3,3,9,1
2015,10,6,9,3,41,2
2016,10,7,1,3,4,3
2019,5,1,26,2,5,9
2017,11,4,29,2,5,9
2017,4,1,30,3,9,5
2020,3,5,12,3,5,1
2020,3,1,22,1,18,10
2020,9,2,7,2,57,10
2020,8,2,3,2,19,10
2015,12,5,17,3,69,6
2016,6,4,29,4,9,7
2019,4,6,19,3,33,8
2017,5,2,15,1,9,9
2015,1,6,16,3,5,9
2020,9,2,14,3,26,9
2016,12,7,3,3,9,8
2016,2,5,4,4,12,5
2015,2,5,26,2,44,5
2020,6,3,2,3,28,1
2015,4,5,23,1,9,1
2016,11,6,4,1,5,9
2020,10,6,23,3,3,9
2017,7,1,16,1,5,4
2016,4,6,1,3,3,2
2016,10,1,30,3,23,4
2018,8,3,21,1,5,9
2016,11,1,20,3,56,5
2018,5,1,20,3,54,5
2015,5,2,11,3,45,1
2016,6,5,16,1,3,9
2015,1,7,10,3,18,7
2019,12,1,1,4,27,7
2020,3,3,10,1,1,10
2015,12,4,16,2,19,4
2017,2,2,20,3,64,1
2019,11,3,19,3,48,7
2015,4,1,12,2,41,8
2015,5,1,24,2,41,9
2016,7,2,18,2,17,9
2020,3,3,10,2,4,10
2018,12,3,4,4,9,6
2015,2,1,15,3,27,7
2019,5,7,25,3,25,7
2018,8,6,24,3,9,10
2017,3,5,30,2,5,9
2020,6,3,2,3,45,8
2016,8,7,27,2,16,1
2017,3,3,21,4,18,6
2019,11,5,7,2,9,9
2017,5,4,10,1,9,1
2017,6,1,25,1,42,9
2017,10,6,13,4,12,6
2019,11,5,14,3,31,10
2015,8,4,5,4,5,8
2015,5,7,23,2,5,8
2015,10,4,7,3,19,1
2020,7,6,10,3,31,10
2015,7,6,31,2,39,1
2018,12,7,22,4,5,4
2020,2,2,17,1,23,9
2018,2,5,1,1,68,9
2020,6,3,16,1,56,10
2019,5,4,8,2,5,9
2015,10,4,7,1,1,9
2016,3,6,4,4,9,3
2017,8,3,22,4,25,1
2019,12,6,27,2,5,9
2020,5,7,9,1,20,5
2018,8,5,23,3,19,10
2020,1,2,6,3,5,9
2019,4,6,12,2,18,1
2015,5,1,24,4,12,3
2017,5,5,11,3,9,3
2020,1,4,22,1,45,9
2015,11,7,7,4,25,5
2018,11,6,2,3,66,5
2018,9,6,7,4,9,7
2019,5,2,20,3,58,9
2017,11,4,29,2,9,7
2017,6,7,10,1,7,1
2015,9,3,29,2,63,5
2019,4,3,16,1,23,9
2015,7,3,21,3,3,1
2020,12,5,3,2,3,7
2015,11,6,20,2,9,4
2016,12,3,20,3,5,5
2017,6,7,24,4,5,5
2020,12,2,14,2,20,6
2018,4,7,14,4,12,6
2017,5,5,18,2,40,9
2018,12,1,16,4,20,4
2016,9,7,10,2,9,6
2018,12,6,14,2,9,6
2020,10,1,18,2,40,10
2018,11,2,5,1,25,9
2020,1,6,10,1,25,5
2020,9,1,13,2,36,10
2019,2,5,21,2,5,8
2016,3,2,21,2,25,4
2018,2,4,14,1,51,9
2020,5,1,24,2,5,8
2019,4,5,25,2,54,8
2015,3,7,7,1,26,2
2018,7,2,16,3,9,3
2020,6,2,15,2,7,10
2016,5,1,8,4,26,6
2016,1,5,14,3,35,5
2018,8,3,28,3,69,10
2015,6,7,13,4,11,5
2020,5,3,5,3,5,4
2020,3,1,22,3,9,5
2020,3,2,16,2,57,2
2016,3,4,2,4,30,3
2016,12,2,5,1,30,6
2020,5,3,26,3,45,10
2015,10,1,4,2,25,5
2015,1,1,4,3,30,1
2016,5,6,13,4,35,7
2020,1,6,31,2,53,5
2020,10,6,9,4,30,6
2018,5,7,26,2,32,9
2019,9,4,11,2,24,10
2016,9,3,13,3,7,1
2020,10,1,4,3,36,10
2020,4,5,30,1,3,10
2018,2,2,12,3,9,7
2017,6,6,23,1,64,5
2020,1,3,7,4,30,6
2017,5,3,16,1,9,1
2020,5,3,19,2,19,10
2015,1,5,22,4,9,6
2020,3,3,24,1,14,10
2017,3,6,3,3,30,9
2018,12,7,22,1,5,9
2016,12,7,31,1,31,6
2019,7,2,1,2,5,9
2020,4,4,22,2,9,10
2015,3,7,7,4,31,3
2018,7,3,24,3,31,10
2016,2,6,12,2,59,7
2015,2,2,2,3,9,2
2019,8,2,19,1,50,8
2016,11,4,16,4,25,3
2019,8,7,10,2,55,8
2018,12,3,25,2,54,7
2018,8,1,5,3,8,10
2020,8,7,8,3,19,10
2020,7,7,25,1,54,10
2016,6,6,24,2,12,1
2020,10,4,28,3,4,10
2015,10,3,20,3,5,1
2019,3,6,15,3,9,7
2016,4,6,15,3,30,5
2015,10,5,29,3,9,5
2020,4,7,25,2,32,9
2016,9,1,4,2,11,5
2018,2,6,16,3,30,7
2018,10,5,11,1,5,9
2015,1,5,22,3,7,1
2018,7,4,11,2,26,10
2018,9,5,13,3,5,7
2015,8,1,30,3,4,3
2015,9,4,16,2,45,9
2020,4,2,27,2,25,10
2018,7,5,5,2,26,10
2018,11,1,11,4,25,10
2018,7,1,8,2,53,7
2015,6,3,9,4,2,5
2019,7,6,19,2,5,9
2020,9,1,27,2,44,10
2020,4,1,19,1,18,10
2017,2,4,15,4,4,3
2018,10,3,9,1,25,1
2020,7,7,25,1,9,10
2018,4,7,7,1,9,7
2016,1,1,17,2,4,6
2015,11,4,11,1,5,9
2018,7,4,4,2,23,9
2019,12,5,19,2,5,9
2018,5,2,28,3,33,1
2016,12,3,20,4,5,4
2020,2,4,26,1,5,5
2020,3,3,17,1,9,10
2019,2,2,11,4,9,3
2015,8,4,12,3,28,8
2016,2,4,17,2,5,9
2018,11,7,10,3,31,10
2016,1,5,21,1,30,1
2016,7,4,20,3,9,7
2020,10,7,3,1,5,10
2019,7,2,15,3,18,1
2017,5,3,2,4,19,3
2020,7,2,27,3,47,10
2019,8,7,17,2,9,5
2015,3,4,4,3,17,1
2015,7,4,1,2,5,6
2018,9,7,1,3,1,10
2016,8,4,3,4,40,1
2019,3,3,5,4,30,1
2017,3,1,12,3,50,8
2015,11,1,8,1,9,7
2018,2,6,23,3,40,3
2015,9,1,13,3,15,1
2017,8,3,8,2,23,9
2019,6,5,27,1,9,7
2019,11,6,29,3,30,10
2015,5,4,20,3,28,7
2018,12,4,5,2,58,8
2016,11,3,15,2,17,9
2016,12,6,23,3,28,8
2017,10,4,11,4,4,3
2019,2,7,23,2,64,5
2020,7,2,13,2,52,10
2020,12,3,8,2,9,4
2015,9,5,24,3,17,2
2016,10,7,29,2,25,3
2015,1,5,1,4,1,5
2015,9,2,7,2,11,1
2015,1,6,2,4,9,6
2015,10,6,2,2,41,2
2016,12,7,31,2,5,8
2016,11,3,29,3,64,1
2020,9,3,1,1,31,10
2018,12,4,12,3,45,10
2015,2,3,24,3,58,1
2020,3,5,12,1,31,10
2015,3,1,15,3,44,2
2016,7,6,22,2,38,4
2020,3,7,28,2,3,10
2018,10,4,10,1,64,10
2020,3,6,6,1,18,10
2020,5,2,25,2,26,10
2020,11,2,16,1,26,7
2018,8,1,26,2,30,7
2015,12,7,5,3,9,6
2020,12,4,16,3,20,1
2015,8,3,4,3,17,9
2015,6,4,3,2,41,4
2020,10,7,10,2,11,4
2019,11,3,19,3,48,5
2020,3,7,7,1,8,10
2018,1,6,12,2,14,5
2017,1,7,28,3,39,3
2016,8,2,29,3,7,1
2018,1,1,14,3,9,1
2020,6,6,5,3,30,10
2019,7,5,4,2,23,5
2017,11,5,9,3,24,9
2018,7,1,29,3,23,4
2016,10,6,7,3,4,3
2018,9,4,19,1,42,9
2016,6,3,7,4,35,6
2015,4,2,13,3,9,7
2015,1,5,22,1,8,7
2016,6,5,23,3,38,1
2020,3,5,5,1,33,10
2019,1,5,3,3,12,6
2020,5,6,15,3,18,10
2018,9,4,12,3,25,10
2015,5,3,19,2,45,4
2018,8,6,24,1,36,10
2016,7,5,14,1,19,1
2018,11,6,30,3,13,1
2019,7,2,1,1,30,6
2016,1,3,19,3,33,1
2016,9,7,24,2,56,9
2015,4,1,19,2,45,5
2016,9,5,8,2,19,3
2017,5,5,4,4,69,6
2015,3,2,2,3,4,3
2015,1,1,18,2,15,5
2017,5,7,20,1,19,9
2018,4,4,18,3,25,9
2015,2,2,23,3,25,1
2019,5,1,12,2,13,7
2018,12,1,2,3,8,6
2015,8,5,13,2,20,9
2020,5,7,16,2,32,1
2019,3,3,5,2,55,7
2018,7,6,20,1,25,1
2020,9,3,1,3,8,7
2015,7,5,16,3,45,4
2015,12,3,22,3,52,1
2018,1,1,14,2,21,9
2015,3,4,25,4,15,3
2018,11,4,28,3,1,10
2018,12,2,24,2,1,6
2016,5,7,14,4,35,7
2016,1,6,8,2,41,9
2020,10,5,15,2,9,8
2017,10,7,21,4,20,4
2016,3,6,25,4,64,8
2019,5,4,8,3,20,6
2018,8,7,25,2,25,7
2015,10,2,26,1,35,9
2018,6,1,17,2,23,10
2020,6,1,21,2,11,1
2018,3,1,4,3,5,5
2018,8,5,30,3,6,10
2017,11,5,16,2,9,9
2018,4,7,14,2,35,10
2020,3,4,11,1,61,10
2016,9,6,2,3,3,3
2016,2,7,13,2,45,1
2020,7,6,3,2,8,10
2016,3,3,29,3,25,1
2020,6,2,15,2,4,10
2015,9,5,24,3,1,1
2016,2,4,10,3,59,7
2015,8,7,8,1,23,9
2019,9,4,4,2,25,8
2016,10,5,6,1,60,2
2015,12,1,20,2,30,7
2017,10,4,4,1,13,5
2019,4,1,7,4,29,10
2015,2,2,9,3,19,1
2018,9,6,7,4,29,10
2018,12,5,20,3,38,10
2015,6,2,8,3,62,2
2015,7,1,12,2,9,7
2018,2,1,11,1,19,9
2015,8,2,24,1,25,2
2020,3,6,27,1,28,7
2015,9,3,29,2,31,9
2016,12,2,12,2,8,5
2020,3,5,26,1,15,10
2017,2,3,21,4,30,1
2020,8,1,2,2,19,10
2015,1,3,20,3,51,2
2015,3,7,7,4,45,9
2019,11,6,8,2,38,8
2015,6,1,7,2,19,8
2016,1,7,2,3,25,7
2020,5,6,8,4,52,6
2020,4,5,23,2,52,10
2017,11,2,27,4,39,6
2020,2,5,27,2,6,5
2016,3,5,10,3,20,1
2017,1,2,16,1,25,5
2016,3,1,6,1,39,1
2015,6,3,23,1,30,9
2016,7,5,7,2,5,9
2015,10,1,18,3,19,6
2019,2,2,18,4,26,10
2016,7,2,18,3,31,1
2016,7,2,25,3,5,4
2015,10,6,16,3,13,9
2019,3,6,8,3,9,10
2015,3,2,30,3,41,4
2015,9,2,21,4,54,6
2020,11,3,24,2,9,1
2020,4,5,16,2,23,2
2017,11,3,14,4,14,3
2015,5,1,24,4,1,8
2016,4,1,10,1,28,4
2018,6,3,26,4,53,3
2019,2,7,2,2,23,10
2019,4,5,4,1,15,10
2019,8,1,11,2,25,7
2017,12,4,27,1,41,5
2020,3,7,14,3,52,8
2018,6,3,19,3,55,10
2018,3,5,15,3,25,9
2016,12,5,22,3,38,1
2017,7,4,26,2,23,9
2020,5,5,7,3,55,10
2016,12,1,11,3,31,3
2017,8,2,21,4,35,6
2019,10,4,30,1,5,10
2018,7,2,9,3,9,7
2018,5,2,14,1,5,9
2015,1,1,4,3,34,5
2015,1,5,15,3,1,5
2015,7,2,20,2,28,4
2018,10,1,14,2,5,9
2019,6,7,22,1,42,4
2015,6,6,19,3,9,1
2015,2,2,2,2,11,5
2018,12,2,31,3,25,6
2016,9,2,5,3,19,1
2016,1,4,6,2,23,9
2016,9,7,10,3,45,1
2015,3,5,26,1,28,8
2015,4,5,9,3,5,4
2020,3,1,22,2,23,6
2015,4,7,25,4,48,4
2015,12,6,25,2,1,7
2019,5,5,30,2,5,9
2019,7,2,1,1,45,5
2018,5,5,17,2,72,9
2016,1,1,31,3,38,8
2016,4,1,17,2,26,5
2020,5,1,24,2,25,7
2019,7,5,11,4,19,3
2016,1,2,4,4,35,6
2017,1,1,15,3,45,8
2018,10,2,8,2,5,9
2015,5,2,11,3,30,4
2015,7,2,20,3,19,1
2017,6,5,29,2,58,9
2020,6,6,26,3,11,1
2019,10,3,29,3,5,4
2015,3,7,21,4,5,4
2016,4,4,27,3,59,1
2018,11,4,28,3,31,10
2016,7,6,29,2,25,7
2019,12,3,17,2,40,9
2017,10,3,31,3,5,9
2016,11,3,29,3,2,9
2017,7,1,23,1,5,9
2019,9,5,19,1,5,1
2015,11,5,12,3,12,7
2019,6,1,23,1,25,1
2016,1,6,8,3,15,9
2019,4,6,19,3,5,3
2019,11,6,1,3,39,7
2015,8,7,1,3,30,4
2020,12,5,10,2,42,10
2015,2,6,20,4,11,6
2019,10,2,28,2,45,10
2015,9,5,24,2,5,9
2019,3,1,24,3,30,5
2017,8,3,22,3,9,7
2018,9,4,19,4,5,6
2015,2,4,11,4,31,4
2018,6,4,6,4,31,6
2020,4,5,23,1,8,6
2019,8,4,21,1,5,9
2015,3,4,25,3,7,1
2019,2,1,10,1,30,6
2017,11,4,15,2,21,7
2015,5,7,23,3,64,4
2018,4,7,28,4,50,5
2016,7,7,9,4,11,1
2020,6,7,13,3,28,10
2015,12,2,28,3,25,6
2020,6,5,25,2,24,8
2018,9,1,30,2,9,7
2015,4,4,22,1,19,2
2019,10,3,1,2,39,10
2020,11,5,12,4,22,5
2019,7,6,26,4,43,4
2017,5,5,11,1,31,9
2015,4,3,21,3,5,7
2016,11,2,7,1,13,1
2018,12,1,23,1,7,8
2020,4,4,8,1,73,10
2020,3,4,11,1,9,10
2020,6,5,4,2,51,10
2020,12,1,6,2,5,6
2018,1,5,18,3,25,3
2018,9,2,10,1,20,9
2015,4,4,1,2,5,5
2020,3,1,8,1,67,10
2015,3,2,16,3,35,4
2015,3,5,12,3,4,3
2017,2,6,3,3,31,5
2019,1,6,11,2,32,5
2016,3,4,2,3,1,1
2017,2,3,28,3,31,7
2017,10,5,5,2,33,1
2015,5,3,26,3,9,3
2020,5,2,11,2,45,10
2015,3,4,18,3,22,4
2019,9,4,18,1,57,6
2020,11,3,17,4,64,1
2015,12,3,22,3,5,4
2018,10,2,22,1,28,10
2015,8,1,23,3,30,7
2020,3,2,9,2,28,10
2018,1,7,6,1,25,7
2020,8,7,15,2,45,10
2016,3,2,28,3,35,4
2019,6,5,20,2,5,4
2015,10,1,25,2,9,7
2015,7,7,18,3,4,8
2019,10,5,17,3,5,1
2015,1,4,7,4,9,2
2019,9,6,13,2,5,8
2017,4,7,8,2,24,5
2017,3,3,14,3,25,5
2020,5,7,23,2,15,4
2017,12,6,1,2,11,1
2018,10,1,21,1,25,10
2015,5,1,3,2,3,7
2015,2,1,8,4,50,4
2020,5,4,13,1,5,10
2015,11,3,3,3,45,5
2016,1,2,25,3,9,1
2019,3,3,5,4,23,5
2020,3,5,5,3,1,8
2018,8,6,17,2,5,9
2016,5,7,21,2,2,5
2020,3,3,10,4,5,4
2018,12,6,28,3,28,10
2015,8,1,30,1,48,3
2019,11,1,17,2,4,7
2018,3,3,27,4,9,5
2018,8,4,22,4,53,6
2016,12,7,31,4,31,5
2020,11,3,24,2,25,7
2016,3,7,19,3,19,1
2015,5,6,8,2,12,1
2020,2,7,15,3,16,1
2016,2,1,28,3,7,6
2018,10,2,15,3,1,1
2017,3,1,26,2,19,5
2020,4,5,23,3,18,8
2017,6,4,21,1,11,1
2020,8,2,24,2,15,10
2016,5,1,1,1,7,9
2015,9,4,9,4,9,3
2016,4,7,23,2,28,1
2020,1,7,25,3,16,1
2015,3,4,18,3,5,5
2017,10,4,11,1,25,5
2018,6,5,21,3,55,8
2020,5,1,10,1,15,10
2020,5,2,4,3,30,10
2015,5,7,16,1,4,8
2018,5,3,15,2,4,7
2016,9,7,24,4,39,6
2019,6,4,19,2,30,9
2016,2,2,8,3,38,1
2016,9,1,11,3,20,1
2019,9,1,22,2,2,8
2016,2,7,6,3,30,3
2020,7,1,26,2,47,10
2016,1,6,29,3,4,6
2016,5,6,20,4,9,5
2019,1,6,11,4,4,6
2017,9,7,16,2,48,7
2017,10,1,22,3,26,7
2019,9,3,10,2,19,9
2017,3,7,25,4,40,6
2018,8,6,31,3,53,5
2020,7,1,26,4,39,7
2015,7,2,20,3,39,9
2020,7,1,5,3,30,10
2018,7,5,19,3,39,10
2017,6,5,15,1,12,5
2019,2,5,14,2,41,9
2018,9,2,10,2,12,9
2016,5,3,31,2,8,9
2018,8,7,18,3,42,3
2020,6,3,9,1,20,10
2019,6,5,13,2,9,7
2017,7,1,23,3,12,1
2015,8,7,29,4,15,8
2018,4,7,28,4,5,4
2017,9,2,25,3,7,1
2020,1,7,25,1,40,10
2015,4,4,29,4,64,8
2015,6,7,20,2,1,8
2020,5,5,14,2,5,9
2019,10,6,4,1,5,5
2018,1,3,9,4,9,6
2015,6,2,29,2,31,4
2020,5,6,29,2,17,9
2017,6,7,17,4,48,6
2018,6,4,13,4,22,3
2020,6,7,6,1,9,10
2018,4,5,12,4,64,4
2019,1,7,26,2,4,5
2016,1,7,9,1,23,9
2015,11,4,18,1,9,9
2017,11,4,15,1,12,7
2016,11,3,15,3,25,1
2015,4,6,3,3,9,7
2018,2,2,5,3,30,7
2018,11,3,6,2,5,9
2018,2,6,16,3,5,4
2019,6,1,9,2,25,10
2018,8,6,10,2,30,10
2015,10,5,29,3,9,3
2020,5,6,15,2,61,10
2019,5,2,13,4,19,6
2017,5,2,29,3,5,9
2017,4,3,18,3,10,4
2019,6,1,2,2,5,9
2016,7,4,20,1,12,5
2015,8,1,23,3,12,5
2020,3,4,11,2,25,10
2018,10,4,24,1,25,1
2020,9,2,28,1,41,10
2020,6,1,21,2,24,10
2019,1,1,20,4,21,8
2016,11,5,3,1,55,6
2020,8,5,27,2,16,10
2016,1,7,2,2,19,7
2020,3,5,26,2,38,10
2016,4,1,17,4,63,8
2018,6,6,8,3,4,6
2020,3,7,14,1,39,10
2017,8,3,8,2,5,5
2020,3,6,13,2,35,10
2018,6,7,16,3,19,1
2017,4,7,8,2,9,3
2020,7,1,12,4,48,3
2016,2,6,26,2,28,1
2018,9,5,6,1,5,8
2017,8,1,6,2,15,5
2017,11,5,2,4,40,7
2019,8,5,29,2,25,5
2015,1,1,11,4,9,6
2020,4,5,2,4,5,4
2020,9,2,21,2,31,10
2015,6,2,8,3,26,6
2015,4,6,3,3,41,6
2017,6,6,16,2,52,1
2018,10,1,21,1,25,10
2019,9,1,22,2,71,4
2019,6,4,5,2,5,9
2017,5,7,6,1,19,7
2015,6,5,11,4,54,6
2017,10,5,12,2,25,3
2016,3,6,11,3,11,1
2020,6,7,6,3,18,10
2017,3,2,13,2,5,9
2015,3,3,24,2,15,8
2016,7,4,27,3,11,3
2019,6,6,21,2,5,9
2019,11,1,24,3,54,5
2018,4,3,10,3,12,1
2019,6,1,23,4,28,6
2015,7,1,19,3,9,5
2020,4,4,29,2,19,10
2017,11,2,20,2,35,4
2019,1,5,17,3,31,7
2019,8,5,29,3,12,10
2020,2,1,9,3,13,1
2016,1,6,29,4,30,1
2019,7,6,5,3,5,8
2015,12,2,28,3,4,5
2020,9,5,3,2,27,7
2019,12,6,13,2,23,9
2017,9,3,26,1,29,1
2015,4,1,26,2,31,7
2020,3,7,21,1,28,7
2020,11,2,2,3,61,10
2020,8,2,3,2,18,10
2018,7,3,31,3,29,10
2018,2,4,21,1,15,6
2019,1,1,20,4,5,4
2020,1,3,7,2,9,5
2016,11,3,22,3,19,1
2018,3,2,26,2,15,1
2015,9,3,1,2,19,4
2019,12,5,12,3,19,1
2018,5,3,8,3,9,1
2020,7,7,11,1,16,10
2015,1,3,20,1,13,2
2016,2,4,24,3,25,7
2016,12,6,30,3,12,9
2017,1,3,17,4,31,3
2019,9,2,9,2,48,8
2017,2,7,4,3,4,6
2020,12,3,1,2,12,9
2017,7,3,11,4,4,6
2017,11,7,18,1,45,5
2019,8,5,15,3,19,1
2018,8,2,27,1,28,10
2017,5,2,22,4,5,8
2019,5,4,8,1,19,10
2020,3,5,19,2,15,10
2016,8,7,20,3,15,5
2020,4,6,17,2,3,10
2017,3,5,23,2,5,1
2015,5,1,10,3,25,1
2016,1,7,16,4,61,4
2020,7,1,12,1,19,10
2017,1,7,14,2,3,8
2017,6,6,30,4,5,6
2018,12,7,1,3,19,6
2016,4,5,21,2,41,9
2017,8,2,21,2,48,9
2018,8,4,8,3,9,10
2017,8,4,16,1,5,9
2015,4,6,3,4,10,4
2020,9,1,20,3,5,4
2019,9,7,7,4,12,3
2020,4,2,13,2,39,7
2016,11,6,25,4,25,3
2017,3,6,31,2,69,9
2017,6,4,7,4,18,7
2019,7,2,1,3,19,5
2017,10,5,26,4,12,7
2018,10,4,17,3,53,1
2015,8,4,5,3,25,1
2020,4,5,30,1,9,10
2016,7,1,31,2,4,9
2015,5,2,4,3,33,9
2015,4,5,23,1,11,5
2020,3,2,9,1,8,10
2019,9,1,15,1,33,5
2016,9,6,16,1,35,9
2020,4,7,11,2,36,10
2015,3,7,21,1,36,4
2017,7,6,28,3,25,1
2020,7,7,18,2,17,10
2019,5,5,2,2,25,9
2020,2,3,25,2,4,7
2015,6,5,4,3,9,9
2018,9,5,27,2,25,9
2016,6,3,21,4,25,6
2019,2,2,4,1,31,6
2017,11,2,6,2,23,9
2019,1,1,6,3,44,3
2015,3,2,30,3,25,9
2016,2,6,26,2,33,1
2017,1,3,24,1,19,6
2019,7,6,12,2,5,10
2015,9,7,5,2,3,7
2018,2,7,17,2,19,1
2018,12,4,12,4,4,3
2020,1,2,13,3,46,1
2018,7,3,17,1,45,6
2018,7,2,16,3,19,1
2019,7,4,31,1,64,9
2015,3,6,27,2,17,8
2020,9,4,16,2,51,10
2018,9,6,7,3,9,6
2020,8,1,2,2,64,10
2019,8,3,13,2,5,9
2016,9,1,11,3,19,1
2020,6,1,21,4,33,5
2020,12,7,12,2,23,9
2019,9,2,16,1,31,5
2015,9,4,9,4,9,6
2020,11,1,8,2,5,7
2019,5,1,26,4,3,7
2016,8,7,13,1,19,9
2018,7,3,10,3,3,5
2018,10,2,8,3,15,7
2015,7,1,5,3,5,4
2016,10,6,28,3,3,3
2020,7,7,4,3,9,10
2015,4,4,15,2,25,4
2018,7,4,18,2,43,10
2015,8,6,7,2,47,2
2015,2,5,26,2,2,4
2016,3,7,12,3,5,7
2016,12,5,8,1,55,5
2019,5,7,11,4,38,1
2018,6,1,10,3,25,10
2020,1,1,12,3,5,4
2015,8,7,15,1,9,9
2020,8,2,3,3,6,10
2019,3,1,17,3,11,8
2015,5,4,20,3,1,1
2019,3,6,1,2,5,9
2019,5,1,19,4,9,7
2015,8,2,10,3,7,4
2019,7,5,4,1,20,5
2020,4,6,24,2,33,10
2020,10,2,12,3,8,10
2020,5,6,29,2,25,7
2017,10,2,2,3,71,7
2018,8,7,4,4,25,7
2017,1,6,27,3,7,1
2020,8,7,22,2,25,7
2018,9,7,29,4,64,8
2015,3,1,22,3,7,9
2016,7,6,22,1,5,6
2019,3,1,3,2,5,9
2017,1,5,19,2,9,6
2020,3,1,8,2,45,10
2019,8,2,12,2,40,8
2020,4,7,11,2,37,10
2018,8,1,19,1,5,5
2017,1,6,13,3,10,1
2015,9,7,5,3,30,7
2020,7,7,18,3,47,10
2016,1,5,14,3,36,2
2015,6,7,13,2,4,6
2020,8,3,4,2,54,10
2020,2,7,8,2,13,4
2015,9,7,5,2,19,6
2016,12,6,30,4,9,6
2017,11,4,8,4,25,5
2015,10,1,11,2,9,7
2019,9,7,21,4,55,7
2015,2,7,21,4,36,5
2017,5,3,30,2,4,5
2016,4,1,10,2,51,4
2015,9,1,20,4,4,6
2015,9,4,23,3,31,1
2017,2,4,1,1,5,9
2019,2,3,19,3,5,9
2020,7,3,28,2,55,7
2020,5,3,26,2,5,9
2018,9,2,24,2,73,4
2016,8,2,29,3,38,5
2017,4,1,16,2,9,5
2020,6,6,12,1,4,9
2017,10,1,15,3,12,7
2015,8,1,30,2,7,5
2018,12,3,11,3,8,3
2019,10,6,25,2,55,7
2018,10,4,17,3,45,10
2017,2,5,23,1,5,9
2016,4,2,18,4,41,3
2019,7,5,25,2,5,9
2016,7,1,3,3,15,1
2020,10,6,23,3,35,10
2015,4,6,24,3,4,6
2019,10,3,22,3,37,1
2019,8,7,24,1,9,7
2018,5,3,1,1,20,7
2019,7,3,16,2,24,9
2020,7,4,22,3,30,5
2020,5,3,19,1,15,10
2020,6,5,18,2,55,10
2020,10,3,13,2,9,5
2018,12,2,17,1,1,7
2016,7,7,30,2,21,8
2015,6,3,9,3,12,9
2016,10,1,23,3,9,4
2016,5,1,8,2,28,1
2020,9,1,13,2,17,10
2016,4,6,8,2,73,4
2015,12,1,13,1,5,8
2020,1,6,17,1,5,9
2020,4,2,13,2,15,10
2020,7,1,12,3,16,10
2015,4,1,26,4,5,5
2016,4,4,13,1,19,7
2019,5,4,22,4,45,5
2015,9,4,16,2,45,8
2020,6,7,6,2,55,10
2018,9,7,22,3,6,7
2020,9,3,15,1,35,10
2015,8,7,22,1,45,7
2017,12,6,15,3,14,7
2015,12,7,26,3,70,6
2015,10,5,29,3,36,9
2015,3,3,17,3,1,1
2016,4,5,7,4,31,3
2016,9,6,2,2,8,9
2020,3,3,10,2,41,10
2015,7,6,3,2,69,2
2015,11,7,28,2,25,6
2015,5,1,24,2,59,1
2015,12,7,26,4,4,6
2019,10,4,23,2,5,9
2017,11,2,6,2,5,9
2020,9,7,5,1,9,10
2015,2,6,13,1,4,6
2015,5,1,10,3,1,1
2017,1,7,14,2,45,5
2015,5,2,18,2,36,1
2020,6,7,13,1,5,8
2018,1,7,6,3,27,5
2015,8,4,19,1,9,8
2020,2,7,22,1,5,9
2019,8,2,5,3,15,9
2015,8,2,10,2,5,9
2020,2,5,20,3,32,5
2018,8,1,19,2,4,7
2016,7,2,11,1,29,2
2017,2,3,14,3,45,8
2020,6,4,24,3,30,10
2020,5,1,3,2,25,10
2017,2,7,4,3,5,1
2016,5,7,21,3,59,1
2019,11,1,10,3,31,7
2017,6,1,25,3,32,5
2018,5,6,4,3,53,1
2018,10,6,12,2,4,3
2019,9,4,11,3,19,7
2018,1,7,20,3,4,6
2016,7,6,15,4,6,7
2019,12,7,7,1,30,6
2020,8,4,26,1,31,10
2019,12,2,9,2,46,9
2018,5,6,25,1,12,5
2015,1,7,17,4,21,5
2016,1,7,2,3,28,8
2020,7,4,15,1,4,10
2017,9,1,24,4,12,5
2016,1,1,10,1,12,6
2019,12,6,6,2,5,10
2020,8,2,3,2,15,10
2018,7,6,20,2,46,9
2016,12,5,1,4,4,3
2018,4,2,23,1,69,6
2017,9,6,8,3,23,9
2015,8,1,23,2,9,7
